Distance,Pickup_Wait_Time,Traffic_score,Weather_score,Vehicle_scooter,Vehicle_van,Area_Metropolitian,Area_Other,Area_Semi_Urban
3.0644857806760535,5.0,1,1,True,False,True,False,False
4.5384079078628705,10.0,2,5,True,False,True,False,False
17.29786575291325,10.0,1,1,True,False,True,False,False
13.61117180523985,5.0,1,5,False,True,True,False,False
10.707345040408097,5.0,1,2,False,False,True,False,False
10.867300462045836,15.0,2,3,False,False,False,False,False
19.884989093916975,15.0,1,2,False,True,True,False,False
19.395979772025537,15.0,2,5,True,False,True,False,False
3.1090734109469933,5.0,3,6,True,False,False,False,False
12.116886186590971,10.0,2,5,False,False,True,False,False
17.09838855662463,5.0,4,3,True,False,True,False,False
9.435201537430714,5.0,2,3,True,False,True,False,False
10.587929946825929,15.0,4,4,True,False,True,False,False
1.4898285870179706,15.0,3,2,False,True,True,False,False
20.28756188229029,15.0,2,3,True,False,True,False,False
4.5890994584359515,10.0,1,6,True,False,False,True,False
20.069389638817523,5.0,1,6,False,False,False,False,False
16.601433047701192,15.0,2,6,True,False,True,False,False
10.923404218135415,10.0,2,2,False,False,True,False,False
17.29786575291325,5.0,4,3,False,False,True,False,False
7.761779919073713,15.0,1,6,False,False,False,False,False
3.020360060848623,5.0,1,3,True,False,False,False,False
7.46056831549194,5.0,2,2,False,False,True,False,False
3.105129889216375,5.0,1,5,False,False,False,False,False
6.120777222727992,5.0,3,4,False,False,True,False,False
19.663125922534896,10.0,4,3,True,False,False,False,False
7.562980271914233,15.0,2,5,False,False,True,False,False
13.184483852766968,10.0,2,6,True,False,False,False,False
4.596336792438924,15.0,2,1,False,False,True,False,False
9.326651352175272,5.0,1,3,True,False,True,False,False
12.256574293065658,15.0,4,5,True,False,True,False,False
9.348128423503155,10.0,1,4,False,False,True,False,False
9.326428318803536,5.0,4,2,False,False,True,False,False
13.969878141806625,15.0,1,1,False,True,True,False,False
4.717601092054723,10.0,4,4,False,False,False,False,False
10.72465156807538,5.0,1,3,True,False,True,False,False
1.5524148945455951,15.0,1,4,False,False,True,False,False
19.617929437389435,15.0,4,6,False,False,True,False,False
16.368369640858596,15.0,1,3,False,False,True,False,False
9.348052751110616,15.0,1,5,False,False,True,False,False
4.657195393807058,5.0,2,6,True,False,True,False,False
3.025279772423236,5.0,1,1,False,False,True,False,False
20.969028454523297,10.0,4,3,False,False,True,False,False
11.007734763744615,5.0,4,5,True,False,True,False,False
13.615833459011268,15.0,4,1,False,False,True,False,False
17.07679057474372,15.0,4,3,False,True,True,False,False
9.055476933500602,5.0,4,5,False,False,True,False,False
7.601614738321588,10.0,1,5,False,False,False,False,False
17.29786575291325,15.0,4,6,False,True,True,False,False
10.724517748046026,15.0,2,4,True,False,True,False,False
4.560926278066122,15.0,1,3,False,False,True,False,False
16.72238039080485,15.0,1,5,True,False,True,False,False
19.975520086221444,10.0,1,6,False,False,True,False,False
16.90314234117986,15.0,4,3,False,False,True,False,False
6.049765396707469,10.0,3,6,False,False,False,False,False
20.44292976252901,10.0,4,6,False,True,True,False,False
6.12908533497929,10.0,3,2,False,False,False,True,False
19.840099821486536,15.0,4,1,False,True,True,False,False
20.8876039640118,15.0,1,5,False,False,True,False,False
16.721976048741215,15.0,1,2,False,False,True,False,False
12.421242442902573,10.0,4,1,False,False,True,False,False
9.220449825751995,15.0,4,2,False,False,True,False,False
9.179276688028636,10.0,1,3,False,True,True,False,False
20.252967850083056,15.0,4,6,False,False,True,False,False
12.234645517155798,10.0,2,1,False,False,True,False,False
1.5367515001848098,10.0,1,6,False,False,False,False,False
9.055525276451307,5.0,2,4,False,False,False,False,False
20.20634606758301,10.0,4,4,False,False,True,False,False
12.43584244017328,15.0,1,6,False,True,True,False,False
7.772207463584183,5.0,4,3,False,False,True,False,False
4.494166054627451,5.0,4,2,True,False,False,False,False
20.06949207274625,10.0,1,5,True,False,False,False,False
19.880040740546,10.0,2,4,False,False,True,False,False
3.025061641856169,5.0,3,5,True,False,True,False,False
3.104556052438096,15.0,1,4,False,False,True,False,False
4.52824657673871,5.0,4,5,True,False,True,False,False
9.077679565695693,15.0,2,5,False,True,False,False,False
19.76008092047455,5.0,4,5,False,False,False,False,False
1.5094466586405106,15.0,1,2,False,False,False,False,False
13.76397722442764,15.0,4,2,False,False,True,False,False
12.463861442061557,15.0,4,2,False,False,True,False,False
6.29013467763468,15.0,3,5,False,False,False,False,False
5.8604999332882075,15.0,2,5,False,False,True,False,False
7.601385733164932,5.0,1,2,False,False,False,False,False
13.9707596607468,5.0,2,1,True,False,False,False,False
12.580267822400964,10.0,4,2,True,False,True,False,False
1.536836906549953,5.0,3,4,False,False,True,False,False
19.659414837288296,10.0,1,1,False,False,True,False,False
16.368574783911853,5.0,4,2,False,False,False,False,True
20.180908601250216,5.0,1,5,False,False,False,False,False
7.684129284114673,15.0,4,3,False,False,True,False,False
1.572533729286321,15.0,1,1,True,False,False,False,False
3.0250863295462396,15.0,1,3,False,False,True,False,False
12.418462399627495,5.0,1,1,True,False,True,False,False
4.657528074267875,10.0,4,6,True,False,True,False,False
9.435201537430714,10.0,1,2,False,False,True,False,False
12.421212735966003,15.0,4,6,False,False,False,False,True
17.137407700371956,5.0,2,4,False,False,True,False,False
6.050486021641428,10.0,2,1,False,False,True,False,False
9.121874253616898,5.0,4,5,False,False,True,False,False
10.56512884564776,5.0,1,1,False,False,True,False,False
9.22058182647967,5.0,1,4,True,False,True,False,False
7.652510173139905,15.0,4,2,True,False,False,True,False
9.326651352175272,5.0,1,6,True,False,True,False,False
9.12210553959038,10.0,2,3,False,False,True,False,False
10.867434750937749,10.0,1,4,False,False,True,False,False
6.037118440222451,10.0,2,2,False,False,False,False,False
7.562272055565832,10.0,1,4,True,False,True,False,False
10.710903359654202,10.0,2,3,False,True,True,False,False
1.5203573134022046,10.0,1,6,True,False,True,False,False
7.68415541716559,10.0,1,1,True,False,False,False,False
1.572533729286321,15.0,1,6,False,False,True,False,False
13.392708074822348,5.0,4,2,True,False,True,False,False
6.2099764507053274,10.0,3,4,True,False,True,False,False
6.081440797008078,5.0,3,1,True,False,False,False,False
16.59866734050554,15.0,2,1,False,False,True,False,False
6.049956259946466,10.0,3,1,False,False,True,False,False
7.546876906900249,10.0,1,6,False,False,False,False,False
12.419850660252768,10.0,1,6,True,False,False,False,False
4.596951629499114,15.0,1,5,True,False,False,False,False
10.705622903496971,5.0,4,3,True,False,True,False,False
13.48126186582308,5.0,2,5,False,False,True,False,False
1.5263760451805652,10.0,3,4,False,False,False,False,False
6.080888252609821,5.0,2,4,True,False,False,False,False
7.448412467877649,15.0,1,3,True,False,False,False,False
19.363385329656776,15.0,1,2,False,False,True,False,False
19.68841340777118,5.0,4,3,False,True,False,False,False
1.5202946823347985,15.0,1,1,False,True,True,False,False
12.10773975418479,15.0,4,4,False,False,True,False,False
12.41687169160696,15.0,1,4,False,False,False,False,False
4.657127681974745,5.0,4,4,False,False,True,False,False
10.707006464770936,5.0,1,3,False,True,True,False,False
12.294166376369663,15.0,1,3,True,False,True,False,False
12.293207925868511,10.0,4,3,False,False,True,False,False
10.867908640310418,10.0,2,4,False,False,True,False,False
16.60246716832672,5.0,1,2,False,False,True,False,False
6.0410624436784275,10.0,3,1,False,False,False,False,False
4.58903875102421,15.0,1,4,True,False,True,False,False
6.217689735000026,10.0,3,6,True,False,False,True,False
12.418981672303648,10.0,1,4,False,False,True,False,False
17.166305939707204,10.0,1,5,True,False,True,False,False
17.09838855662463,5.0,1,3,False,False,True,False,False
7.449051156906713,5.0,4,2,True,False,True,False,False
12.421212735966003,5.0,1,1,False,False,True,False,False
6.29013467763468,5.0,3,2,False,False,True,False,False
9.326827803405624,15.0,1,1,False,True,True,False,False
